,composition,gfa
968,Co39Si5B6,True
969,Co3B,True
970,Co3B2,True
971,Co3BC,True
972,Co3MoC,True
973,Co3Si,False
974,Co3SiB,False
975,Co3WC,False
976,Co4.2Si16.5Pd79.3,True
977,Co40Si3B7,True
978,Co41B9,True
979,Co41Si2B7,False
980,Co41Si4B5,False
981,Co4B,True
982,Co4C,False
983,Co4Si,False
984,Co59B41,True
985,Co5Ni73P22,False
986,Co5Ni74P21,True
987,Co5Ni75.5P19.5,True
988,Co5Ni77P18,True
989,Co5Ni78P17,False
990,Co6.7Si16.5Pd76.8,True
991,Co60Si17.5B22.5,False
992,Co62.5Si12.5B25,True
993,Co62.5Si17.5B20,False
994,Co65Si22.5C12.5,True
995,Co65Si7.5B27.5,True
996,Co65W17.5C17.5,False
997,Co67.5Si12.5B20,True
998,Co67.5Si15C17.5,True
999,Co67.5Si17.5C15,True
1000,Co67.5Si20C12.5,True
1001,Co67.5Si22.5C10,True
1002,Co67.5Si7.5B25,True
1003,Co67.5W17.5C15,False
1004,Co67.5W20C12.5,False
1005,Co7(Ni24P7)3,True
1006,Co7(Ni25P6)3,True
1007,Co70.5Si14.75B14.75,True
1008,Co70W17.5C12.5,False
1009,Co71B29,True
1010,Co72.5Si12.5B15,True
1011,Co72.5Si7.5B20,True
1012,Co72.5W15C12.5,True
1013,Co73Si13.5B13.5,True
1014,Co74.5W7.5C18,False
1015,Co75Si12.5B12.5,True
1016,Co75Si7.5B17.5,True
1017,Co75W12.5C12.5,False
1018,Co77.5Si10B12.5,True
1019,Co77.5Si12.5B10,True
1020,Co77.5Si15B7.5,True
1021,Co77.5Si7.5B15,True
1022,Co77.5W10C12.5,False
1023,Co77.5W15C7.5,False
1024,Co77.5W7.5C15,False
1025,Co77W5C18,False
1026,Co78(SiB)11,True
1027,Co7B3,True
1028,Co7MoC2,True
1029,Co7Ni71P22,False
1030,Co7Ni73.5P19.5,True
1031,Co7Ni76P17,False
1032,Co7Si2B,False
1033,Co7Si3,False
1034,Co7SiB2,True
1035,Co7SiC2,False
1036,Co7W2C,False
1037,Co7WC2,False
1038,Co80.5Si7B12.5,False
1039,Co80B7P13,True
1040,Co80Si7.5B12.5,True
1041,Co80W7.5C12.5,False
1042,Co81.5B18.5,True
1043,Co82.5W10C7.5,False
1044,Co82.5W7.5C10,False
1045,Co83B17,True
1046,Co85W2.5C12.5,False
1047,Co85W7.5C7.5,False
1048,Co87.5W2.5C10,False
1049,Co89B11,True
1050,Co8SiB,False
1051,Co8WC,False
1052,Co95W2.5C2.5,False
1053,Co9C,False
1054,Co9Ni69.5P21.5,False
1055,Co9Ni72P19,True
1056,Co9Ni74P17,False
1057,Co9Si,False
1058,CoNi38P11,False
1059,CoNi40P9,True
1060,CoSi2Pd7,True
1061,Cr(Ge2Pd9)9,True
1062,Cr0.5Si20Pd79.5,True
1063,Cr10Co11C4,False
1064,Cr10Fe13C2,False
1065,Cr10Fe31B9,True
1066,Cr10Fe33B7,True
1067,Cr10Fe37B3,False
1068,Cr10Fe39B,False
1069,Cr10Ni4Mo11,True
1070,Cr10Ni71P19,True
1071,Cr11(Co10C3)3,False
1072,Cr11(Fe11B2)3,True
1073,Cr11(Fe12B)3,False
1074,Cr11Co9C5,True
1075,Cr11Fe29C10,False
1076,Cr11Fe34B5,False
1077,Cr11Fe35B4,False
1078,Cr11Fe74B15,True
1079,Cr12Co9C4,True
1080,Cr12Fe31B7,True
1081,Cr12Fe33B5,True
1082,Cr12Fe35B3,False
1083,Cr12Fe73B15,True
1084,Cr13(Ni3Mo)3,True
1085,Cr13Co26C11,False
1086,Cr13Co28C9,True
1087,Cr13Fe28C9,True
1088,Cr13Fe30B7,True
1089,Cr13Fe31B6,True
1090,Cr13Fe32B5,True
1091,Cr13Fe33B4,False
1092,Cr13Fe34B3,False
1093,Cr14(Fe3C)9,True
1094,Cr14Fe29C7,False
1095,Cr14FeB5,True
1096,Cr15Co24C11,False
1097,Cr15Co26C9,True
1098,Cr15Fe26C9,True
1099,Cr15Fe71B14,True
1100,Cr15Fe73B12,True
1101,Cr15Fe77B8,False
1102,Cr15Fe79B6,False
1103,Cr15Fe81B4,False
1104,Cr15Ni66P19,True
1105,Cr16Fe25C9,True
1106,Cr17(Co2C)11,True
1107,Cr17(Co8C3)3,True
1108,Cr18Fe23C9,True
1109,Cr19(Ni5Mo22)3,False
1110,Cr19Co20C11,True
1111,Cr19Co22C9,True
1112,Cr19Ni62Mo19,True
1113,Cr2(Fe5B)3,True
1114,Cr2(Fe5C)3,False
1115,Cr2(Ge3Pd13)3,True
1116,Cr2.5Fe77.5B20,True
1117,Cr2.5Fe80.5B17,True
1118,Cr2.5Fe82.5B15,True
1119,Cr20(Co7C3)3,True
1120,Cr20(Fe7C3)3,True
1121,Cr20Fe23C7,False
1122,Cr20Ni61P19,True
1123,Cr21Co18C11,True
1124,Cr22(Ni7Mo19)3,True
1125,Cr22Co19C9,True
1126,Cr22Ni17Mo61,False
1127,Cr23(Fe5P2)11,True
1128,Cr23Co20C7,False
1129,Cr23Ni17Mo10,True
1130,Cr23Ni34Mo43,True
1131,Cr24(NiMo)13,True
1132,Cr24.5Fe56B19.5,True
1133,Cr24Co17C9,True
1134,Cr24Fe55B21,True
1135,Cr24Fe56.5P19.5,True
1136,Cr24Ni11Mo15,True
1137,Cr25Fe57.5B17.5,True
1138,Cr25Fe57.5P17.5,True
1139,Cr25Ni56P19,True
1140,Cr26Fe59.5P14.5,True
1141,Cr26Fe60.5P13.5,True
1142,Cr26Ni19Mo5,True
1143,Cr27Fe62B11,True
1144,Cr27Ni15Mo8,True
1145,Cr27Ni8Mo15,True
1146,Cr2Co18B5,True
1147,Cr2Co2B,True
1148,Cr2Co2C,True
1149,Cr2Fe18B5,True
1150,Cr2Fe18P5,True
1151,Cr2Fe21B2,True
1152,Cr2Fe22B,True
1153,Cr2Fe2B,True
1154,Cr2Fe7B,False
1155,Cr2Ni2P,True
1156,Cr3(Fe10B)2,False
1157,Cr30Ni51P19,True
1158,Cr32Ni43Mo25,True
1159,Cr35Ni27Mo38,True
1160,Cr38Ni37Mo25,True
1161,Cr39Ni28Mo33,True
1162,Cr3Co13B4,True
1163,Cr3Co5B2,True
1164,Cr3Fe13B4,True
1165,Cr3Fe14B3,True
1166,Cr3Fe15B2,False
1167,Cr3Fe15C2,False
1168,Cr3Fe21B,False
1169,Cr3Fe37B10,True
1170,Cr3Fe37P10,True
1171,Cr3Fe5B2,True
1172,Cr3Ge18Pd79,True
1173,Cr3Ni13P4,True
1174,Cr3Ni5B2,True
1175,Cr3Ni77P20,True
1176,Cr3NiP,True
1177,Cr3Si10Pd37,True
1178,Cr3Si20Pd77,True
1179,Cr4(Fe27B5)3,True
1180,Cr40Fe47C13,False
1181,Cr42Ni31Mo27,True
1182,Cr43.5Ni40.5P16,True
1183,Cr4Fe13B3,True
1184,Cr4Fe19B2,False
1185,Cr4Fe20B,False
1186,Cr4Fe41B5,False
1187,Cr4Fe43B3,True
1188,Cr4Fe45B,True
1189,Cr4P,False
1190,Cr5(Fe13B2)3,True
1191,Cr5(Fe14B)3,True
1192,Cr5(Fe4B)3,True
1193,Cr5(Fe4B)4,True
1194,Cr5(Fe4B)9,True
1195,Cr5(Fe9B)2,False
1196,Cr5(Fe9C)2,False
1197,Cr5(Ni4P)19,True
1198,Cr53Ni18Mo29,True
1199,Cr55.93Ni28.93P15.14,True
1200,Cr56Ni39Mo5,True
1201,Cr58(Ni9P5)3,True
1202,Cr59.81Ni25.31P14.88,True
1203,Cr5Co11B4,True
1204,Cr5Co3B2,True
1205,Cr5Fe11B4,True
1206,Cr5Fe17B3,True
1207,Cr5Fe19B,False
1208,Cr5Fe37B8,True
1209,Cr5Fe38B7,True
1210,Cr5Fe41B4,True
1211,Cr5Fe43B2,True
1212,Cr5Fe44B,True
1213,Cr5Fe77B18,True
1214,Cr5Fe79B16,True
1215,Cr5Fe81B14,True
1216,Cr5Fe83B12,True
1217,Cr5Fe87B8,False
1218,Cr5Fe89B6,False
1219,Cr5Fe91B4,False
1220,Cr5Ge18Pd77,True
1221,Cr5Ni11B4,True
1222,Cr5Ni3P2,True
1223,Cr6.6Fe79B14.4,True
1224,Cr69.6Ni16.2P14.2,False
1225,Cr6Co14C5,False
1226,Cr6Co15C4,False
1227,Cr6Fe11B3,True
1228,Cr6Fe16B3,True
1229,Cr6Fe17B2,False
1230,Cr6Fe39B5,False
1231,Cr6Fe41B3,False
1232,Cr6Fe43B,False
1233,Cr7(Co7C2)2,False
1234,Cr7(Fe26B5)3,True
1235,Cr7(Ge6Pd25)3,True
1236,Cr7.5Co67.5B25,True
1237,Cr72.5Ni13.5P14,False
1238,Cr73Fe10P17,True
1239,Cr74Fe9P17,True
1240,Cr7Co13C5,True
1241,Cr7Fe34B9,True
1242,Cr7Fe35B8,True
1243,Cr7Fe36B7,True
1244,Cr7Fe37B6,True
1245,Cr7Fe38B5,False
1246,Cr7Fe39B4,False
1247,Cr7Fe40B3,False
1248,Cr7Fe41B2,False
1249,Cr7Fe42B,False
1250,Cr7Fe76P17,True
1251,Cr7Fe77B16,True
1252,Cr7Fe79B14,True
1253,Cr7Fe9B4,True
1254,Cr7Ni34P9,True
1255,Cr7Ni73P20,True
1256,Cr7NiP2,False
1257,Cr7Si20Pd73,True
1258,Cr8(Fe13B)3,False
1259,Cr85(Fe2B3)3,True
1260,Cr87P13,False
1261,Cr8Co12C5,True
1262,Cr8Co13C4,False
1263,Cr8Fe41B,False
1264,Cr9(Co3C)4,False
1265,Cr9Co11C5,True
1266,Cr9Co7B4,True
1267,Cr9Fe35B6,True
1268,Cr9Fe36B5,False
1269,Cr9Fe37B4,False
1270,Cr9Fe38B3,False
1271,Cr9Fe76B15,True
1272,Cr9Ni31P10,True
1273,CrCo3B,True
1274,CrCo7B2,True
1275,CrCo7P2,True
1276,CrFe15B4,True
1277,CrFe16B3,True
1278,CrFe17B2,False
1279,CrFe18C,False
1280,CrFe19B5,True
1281,CrFe19P5,True
1282,CrFe39P10,True
1283,CrFe3B,True
1284,CrFe79B20,True
1285,CrFe7B2,True
1286,CrFe8B,False
1287,CrNi15P4,True
1288,CrNi3B,True
1289,CrNi3P,True
1290,CrNi7B2,True
1291,CrNi7P2,True
1292,CrSi10Pd39,True
1293,CrSi20Pd79,True
1294,CrSi4Pd15,True
1295,CrSi5Pd19,True
1296,Cu(Ni25P8)3,False
1297,Cu(Ni5P)4,False
1298,Cu1.7Si16.5Pd81.8,True
1299,Cu10Si15.8Pd74.2,True
1300,Cu10Si16.5Pd73.5,True
1301,Cu10Si17Pd73,True
1302,Cu11Si19.5Pd69.5,True
1303,Cu12.5Si16.5Pd71,True
1304,Cu12.5Si17Pd70.5,True
1305,Cu12Ni67P21,False
1306,Cu12Si15.5Pd72.5,True
1307,Cu13(Ni22P7)3,False
1308,Cu13(Ni23P6)3,False
1309,Cu13Ag12,False
1310,Cu13Ni67P20,False
1311,Cu14.4Ni65.6P20,True
1312,Cu14.5Si16.5Pd69,True
1313,Cu14Si15.1Pd70.9,True
1314,Cu15Si16.5Pd68.5,True
1315,Cu15Si16Pd69,True
1316,Cu16.5Si16.5Pd67,True
1317,Cu19Si16.5Pd64.5,True
1318,Cu2(Ni13P3)3,True
1319,Cu20.9Si16.5Pd62.6,True
1320,Cu26.7Si16.5Pd56.8,False
1321,Cu2Ag2Ge,True
1322,Cu2Ni18P5,True
1323,Cu2Ni37P11,True
1324,Cu2Si17.25Pd80.75,True
1325,Cu3.5Si16.5Pd80,True
1326,Cu37.5Ag37.5Ge25,True
1327,Cu38.75Ag38.75Ge22.5,True
1328,Cu3Ni17P5,True
1329,Cu3Ni36P11,True
1330,Cu3Ni37P10,True
1331,Cu3Ni38P9,True
1332,Cu3Ni73P24,False
1333,Cu3Ni80B17,True
1334,Cu3Ni81P16,False
1335,Cu3Si17Pd80,True
1336,Cu4.2Si16.5Pd79.3,True
1337,Cu4.5Si18Pd77.5,True
1338,Cu4Ni35P11,True
1339,Cu4Ni37P9,True
1340,Cu4Si16.5Pd79.5,True
1341,Cu4Si16.9Pd79.1,True
1342,Cu4Si9Pd37,True
1343,Cu5(Ni4P)9,True
1344,Cu5.7Si20.5Pd73.8,True
1345,Cu5.8Si19.5Pd74.7,True
1346,Cu5.9Si17.5Pd76.6,True
1347,Cu5.9Si18.5Pd75.6,True
1348,Cu52.8Ni27.2P20,True
1349,Cu5Ni34P11,True
1350,Cu6(SiPd3)11,True
1351,Cu6.1Si15.5Pd78.4,True
1352,Cu6.7Si16.5Pd76.8,True
1353,Cu61.6Ni18.4P20,True
1354,Cu67Ni17P16,True
1355,Cu69Ni13P18,True
1356,Cu6Si16.5Pd77.5,True
1357,Cu73Ag27,False
1358,Cu73Ni11P16,True
1359,Cu78.5Ag14P7.5,False
1360,Cu7Ni33P10,False
1361,Cu7Ni34P9,False
1362,Cu7Si16.5Pd76.5,True
1363,Cu7Si17Pd76,True
1364,Cu7Si20Pd73,True
1365,Cu80.3Ag12.2P7.5,True
1366,Cu80.5Ag10.5P9,False
1367,Cu80.8Ag12.2P7,True
1368,Cu81.5Ag10.5P8,True
1369,Cu81.5Ag12.2P6.3,False
1370,Cu81.9Ag10.5P7.6,True
1371,Cu82.5Ag10.5P7,True
1372,Cu82.5Ag9P8.5,False
1373,Cu82.8Ag9P8.2,True
1374,Cu83.5Ag8.9P7.6,True
1375,Cu84.5Ag7P8.5,False
1376,Cu84.5Ag9P6.5,False
1377,Cu84Ag9P7,True
1378,Cu85(Ag3P2)3,False
1379,Cu85.2Ag7.1P7.7,True
1380,Cu85.5Ag7.5P7,True
1381,Cu86Ag7.5P6.5,False
1382,Cu87Ag5.5P7.5,False
1383,Cu8Si16.2Pd75.8,True
1384,Cu9Si16Pd75,True
1385,CuNi19P5,True
1386,CuNi37P12,False
1387,CuNi38P11,True
1388,CuNi39P10,True
1389,CuNi40P9,True
1390,CuNi41P8,False
1391,CuNi7P2,True
1392,CuNi83P16,False
1393,CuSi2Pd7,True
1394,Dy0.3Zr10Fe89.7,True
1395,Dy42Zr5Fe3,False
1396,Dy44Zr5Fe,True
1397,Er67.5B10Au22.5,True
1398,Fe(CuAg)2,False
1399,Fe1.7Si16.5Pd81.8,True
1400,Fe10B19N21,True
1401,Fe10Si16.5Pd73.5,True
1402,Fe12.3Ni64.7B23,True
1403,Fe12.5Si16.5Pd71,True
1404,Fe12.5Si6B81.5,False
1405,Fe12Ag13,False
1406,Fe12B5F3,True
1407,Fe12B7F,True
1408,Fe12Cu3Ag10,False
1409,Fe13Ag12,False
1410,Fe13B4F3,True
1411,Fe13B7,True
1412,Fe13Cu47Ag40,False
1413,Fe13Ni2B5,True
1414,Fe13Ni5B2,False
1415,Fe13Si20Pd67,True
1416,Fe13Si2C5,True
1417,Fe13Si3B4,True
1418,Fe13Si3C4,True
1419,Fe13Si4C3,True
1420,Fe13Si5C2,True
1421,Fe14(SiB)3,True
1422,Fe14(SiC)3,True
1423,Fe14Cu55Ag31,False
1424,Fe15B2Mo3,True
1425,Fe15B4Mo,True
1426,Fe15CoB4,True
1427,Fe15Cu22Ag13,False
1428,Fe15Cu3B2,False
1429,Fe15CuB4,False
1430,Fe15Ni3B2,False
1431,Fe15NiB4,True
1432,Fe15P2C3,True
1433,Fe15P3C2,True
1434,Fe15P4C,True
1435,Fe15Si16.5Pd68.5,False
1436,Fe15Si2B3,True
1437,Fe15Si3B2,True
1438,Fe15SiB4,True
1439,Fe16.5Co66.5B17,True
1440,Fe16B3C,True
1441,Fe16B3P,True
1442,Fe16B4Mo5,True
1443,Fe16Cu5B4,False
1444,Fe16GeB3,True
1445,Fe16Ni5B4,True
1446,Fe16P3C,True
1447,Fe16PC3,False
1448,Fe16Si3B,True
1449,Fe16SiB3,True
1450,Fe16SiP3,True
1451,Fe16W4C5,False
1452,Fe17(Cu5Ag6)3,False
1453,Fe17B2C,True
1454,Fe17B2Mo,False
1455,Fe17B3,True
1456,Fe17B3Mo5,True
1457,Fe17Cu5B3,False
1458,Fe17Cu8,False
1459,Fe17CuB2,False
1460,Fe17Ni5B3,True
1461,Fe17NiB2,True
1462,Fe17P2C,False
1463,Fe17W3C5,True
1464,Fe18.5Ni54.5B27,True
1465,Fe18B2Mo5,False
1466,Fe18B5Mo2,True
1467,Fe18B5W2,True
1468,Fe18Ni53B29,True
1469,Fe18Ni5B2,False
1470,Fe18Si4B3,True
1471,Fe18W2C5,False
1472,Fe19(B2Mo)2,True
1473,Fe19(BMo)3,True
1474,Fe19.5Ni58.5B22,True
1475,Fe19B,False
1476,Fe19B5Mo,True
1477,Fe19B5P,True
1478,Fe19B5W,True
1479,Fe19B6,True
1480,Fe19BMo5,False
1481,Fe19CoB5,True
1482,Fe19Ni19B12,True
1483,Fe19Ni21B10,True
1484,Fe19Ni5B,False
1485,Fe19WC5,False
1486,Fe20(Ni7B3)3,True
1487,Fe20.5Ni60.5B19,True
1488,Fe20B2Mo3,False
1489,Fe20B2P3,True
1490,Fe20B3Mo2,True
1491,Fe20B3P2,True
1492,Fe20B4C,True
1493,Fe20B4P,True
1494,Fe20BF4,False
1495,Fe20BP4,True
1496,Fe20Cu11Ag19,True
1497,Fe20Cu49Ag31,False
1498,Fe20Ge2B3,True
1499,Fe20Si2B3,True
1500,Fe20Si2P3,True
1501,Fe20SiP4,True
1502,Fe20WC4,False
1503,Fe21B4,True
1504,Fe21BMo3,False
1505,Fe21BP3,False
1506,Fe21Co62B17,True
1507,Fe21Cu15Ag14,True
1508,Fe21Cu6Ag23,True
1509,Fe21Ni21B8,True
1510,Fe21Ni59B20,True
1511,Fe21Ni61.5B17.5,True
1512,Fe21Ni62.5B16.5,True
1513,Fe21Ni62B17,True
1514,Fe21SiB3,True
1515,Fe22B3,True
1516,Fe22BMo2,False
1517,Fe22Cu29Ag49,False
1518,Fe22Ni59B19,True
1519,Fe23Cu27,False
1520,Fe23Ni59B18,True
1521,Fe23Ni60B17,True
1522,Fe24Ni59B17,True
1523,Fe25Ni59B16,True
1524,Fe27Cu45Ag28,False
1525,Fe27Cu51Ag22,False
1526,Fe28B9F13,False
1527,Fe29.5Ni50.5B20,True
1528,Fe29Ag21,False
1529,Fe29B7F14,False
1530,Fe29Co54B17,True
1531,Fe29Cu71,False
1532,Fe29Cu8Ag63,False
1533,Fe2Co2B,True
1534,Fe2Cu83Ag15,False
1535,Fe2CuAg,False
1536,Fe2Ni2B,True
1537,Fe2Ni2P,True
1538,Fe30.5Ni50.5B19,True
1539,Fe30B19F,True
1540,Fe31.5Ni50.5B18,True
1541,Fe31Cu10B9,False
1542,Fe31Mo10C9,True
1543,Fe31Ni10B9,True
1544,Fe31W10C9,False
1545,Fe31W8C11,False
1546,Fe32.5Ni50.5B17,True
1547,Fe32Cu37Ag31,False
1548,Fe32W7C11,True
1549,Fe33.5Ni50.5B16,True
1550,Fe33Ag67,False
1551,Fe33B12N5,True
1552,Fe33B7Mo10,True
1553,Fe33Cu10B7,False
1554,Fe33Mo8C9,True
1555,Fe33Ni10B7,True
1556,Fe33Ni50B17,True
1557,Fe33Ni5B12,True
1558,Fe33W10C7,False
1559,Fe33W6C11,True
1560,Fe33W7C10,True
1561,Fe33W8C9,False
1562,Fe34W5C11,True
1563,Fe34W7C9,False
1564,Fe35(B2Mo3)3,True
1565,Fe35(Mo2C3)3,True
1566,Fe35(Si3B2)3,True
1567,Fe35(W2C3)3,False
1568,Fe35W4C11,False
1569,Fe35W8C7,False
1570,Fe36.5Ni36.5B27,True
1571,Fe36B5Mo9,True
1572,Fe36Cu13Ag51,False
1573,Fe36Cu23Ag41,True
1574,Fe36Cu49Ag15,False
1575,Fe36Cu5B9,False
1576,Fe36Ni5B9,True
1577,Fe36Si5B9,True
1578,Fe37(Cu2Ag)21,False
1579,Fe37Ag63,False
1580,Fe37B10Mo3,True
1581,Fe37B10N3,True
1582,Fe37B3Mo10,False
1583,Fe37B4Mo9,False
1584,Fe37B7Mo6,True
1585,Fe37Cu41Ag22,False
1586,Fe37Cu5B8,False
1587,Fe37Cu63,False
1588,Fe37Mo4C9,True
1589,Fe37Ni10B3,False
1590,Fe37Ni37B26,True
1591,Fe37Ni5B8,True
1592,Fe37Si5B8,True
1593,Fe37SiB12,False
1594,Fe37W2C11,False
1595,Fe37W4C9,False
1596,Fe37W6C7,False
1597,Fe37W8C5,False
1598,Fe38(BMo3)3,False
1599,Fe38(CuAg)31,True
1600,Fe38(Mo3C)3,True
1601,Fe38.5Ni38.5B23,True
1602,Fe38B7Mo5,True
1603,Fe38Cu5B7,False
1604,Fe38Ni5B7,True
1605,Fe38SiB11,False
1606,Fe39Ag61,False
1607,Fe39B10Mo,True
1608,Fe39B11,True
1609,Fe39B2Mo9,False
1610,Fe39B5F6,True
1611,Fe39B5Mo6,True
1612,Fe39B6Mo5,True
1613,Fe39B7Mo4,True
1614,Fe39BMo10,False
1615,Fe39Cu5B6,False
1616,Fe39Ni10B,False
1617,Fe39Ni39B22,True
1618,Fe39Ni42B19,True
1619,Fe39Ni5B6,True
1620,Fe39Si2B9,True
1621,Fe39Si4B7,True
1622,Fe39Si5B6,True
1623,Fe39SiB10,True
1624,Fe39W2C9,False
1625,Fe39W4C7,False
1626,Fe39W6C5,False
1627,Fe3Ag7,False
1628,Fe3B,True
1629,Fe3Co37B10,True
1630,Fe3Co5B2,True
1631,Fe3CoB,True
1632,Fe3Cu7,False
1633,Fe3Ni13B4,True
1634,Fe3Ni13P4,True
1635,Fe3Ni5B2,True
1636,Fe3Ni5P2,True
1637,Fe3Ni77P20,True
1638,Fe3NiB,True
1639,Fe3NiP,True
1640,Fe4(CuAg)3,True
1641,Fe4.2Si16.5Pd79.3,True
1642,Fe40.5Ni40B19.5,True
1643,Fe40B3P7,True
1644,Fe40B7P3,True
1645,Fe40B9C,True
1646,Fe40B9P,True
1647,Fe40B9Pd,True
1648,Fe40BMo9,False
1649,Fe40Cu31Ag29,False
1650,Fe40GeB9,True
1651,Fe40Si3P7,True
1652,Fe40SiB9,True
1653,Fe40SiP9,True
1654,Fe41(B2P)3,True
1655,Fe41(BMo2)3,False
1656,Fe41(BP2)3,True
1657,Fe41(SiB2)3,True
1658,Fe41(W2C)3,False
1659,Fe41.5Co41.5B17,True
1660,Fe41.5Ni41B17.5,True
1661,Fe41B4Mo5,False
1662,Fe41B4P5,True
1663,Fe41B5Mo4,True
1664,Fe41B8F,True
1665,Fe41B9,True
1666,Fe41Cu30Ag29,True
1667,Fe41Cu5B4,False
1668,Fe41Ni41B18,True
1669,Fe41Ni42B17,True
1670,Fe41Ni5B4,False
1671,Fe41Si2B7,True
1672,Fe41SiB8,True
1673,Fe41W2C7,False
1674,Fe41W4C5,False
1675,Fe42B33N25,True
1676,Fe42B3Mo5,False
1677,Fe42B3P5,False
1678,Fe42Cu31Ag27,False
1679,Fe42Cu41Ag17,False
1680,Fe42Cu5B3,False
1681,Fe42Ni5B3,False
1682,Fe42SiB7,True
1683,Fe43B2Mo5,False
1684,Fe43B3Mo4,False
1685,Fe43B6N,True
1686,Fe43B7,True
1687,Fe43BMo6,False
1688,Fe43Cu5B2,False
1689,Fe43Ni40B17,True
1690,Fe43Ni43B14,True
1691,Fe43Ni5B2,False
1692,Fe43W2C5,False
1693,Fe43W4C3,False
1694,Fe44BMo5,False
1695,Fe44Ni5B,False
1696,Fe45BMo4,False
1697,Fe45Cu31Ag24,False
1698,Fe45W2C3,False
1699,Fe46.2Ni30.8B23,True
1700,Fe48Ni35B17,True
1701,Fe4Ag21,False
1702,Fe4B,True
1703,Fe4Cu15Ag31,False
1704,Fe4Ni16P5,True
1705,Fe4P,True
1706,Fe5.1Si16.8Pd78.1,True
1707,Fe50Co33B17,True
1708,Fe50Ni33B17,True
1709,Fe51Cu23Ag26,False
1710,Fe51Cu38Ag11,False
1711,Fe52.5B24.5N23,True
1712,Fe53.5Ni18B28.5,True
1713,Fe53Ni30B17,True
1714,Fe54.5Ni18.5B27,True
1715,Fe54Ni29B17,True
1716,Fe55Cu32Ag13,False
1717,Fe56Ni19B25,True
1718,Fe57Cu6Ag37,False
1719,Fe57Ni19B24,True
1720,Fe57Ni25B18,True
1721,Fe58.5Ni20B21.5,True
1722,Fe58Co25B17,True
1723,Fe59.5Ni20B20.5,True
1724,Fe59B10F31,False
1725,Fe59B8F33,False
1726,Fe59Mo17C24,True
1727,Fe59Ni25B16,True
1728,Fe5Co3B2,True
1729,Fe5Cu16Ag29,False
1730,Fe5Ni11P4,True
1731,Fe5Ni3B2,True
1732,Fe6.7Si16.5Pd76.8,True
1733,Fe60.1Ni16.9B23,True
1734,Fe60B7F33,False
1735,Fe61.5Ni22B16.5,True
1736,Fe61B39,True
1737,Fe61Co22B17,True
1738,Fe61Ni20B19,True
1739,Fe61Ni25B14,True
1740,Fe63B37,True
1741,Fe63Cu20Ag17,False
1742,Fe63Mo17C20,True
1743,Fe63Ni20B17,True
1744,Fe63Ni25B12,False
1745,Fe64B29N7,True
1746,Fe64Co19B17,True
1747,Fe65B17.5F17.5,True
1748,Fe65B22.5F12.5,True
1749,Fe65B31.5F3.5,True
1750,Fe65Si12.5C22.5,True
1751,Fe65Si17.5C17.5,True
1752,Fe65Si22.5C12.5,True
1753,Fe66.4Ni16.6B17,True
1754,Fe66.5Co16.5B17,True
1755,Fe67(Cu5B6)3,False
1756,Fe67(Ni5B6)3,True
1757,Fe67.5Si10B22.5,True
1758,Fe67.5Si12.5B20,True
1759,Fe67.5Si15B17.5,True
1760,Fe67.5Si17.5B15,True
1761,Fe67Cu10Ag23,False
1762,Fe67Mo17C16,True
1763,Fe67Ni25B8,False
1764,Fe67Si13B20,True
1765,Fe69B16Mo15,True
1766,Fe69Cu15B16,False
1767,Fe69Ni15B16,True
1768,Fe69Ni25B6,False
1769,Fe69Si7B24,True
1770,Fe6B9Mo85,True
1771,Fe6B9W85,True
1772,Fe6Co77B17,True
1773,Fe6Co85B9,True
1774,Fe6Cu19,False
1775,Fe6Ni85B9,True
1776,Fe70(Si3B7)3,True
1777,Fe70Si12.5B17.5,True
1778,Fe70Si12.5C17.5,True
1779,Fe70Si13B17,True
1780,Fe70Si17.5B12.5,True
1781,Fe70Si17.5C12.5,True
1782,Fe70Si7.5B22.5,True
1783,Fe71.5Co11.5B17,True
1784,Fe71B14Mo15,True
1785,Fe71B29,True
1786,Fe71Cu15B14,False
1787,Fe71Mo17C12,True
1788,Fe71Ni15B14,True
1789,Fe71Ni25B4,False
1790,Fe71Si7B22,True
1791,Fe72(SiB3)7,True
1792,Fe72.5P10C17.5,True
1793,Fe72.5P12.5C15,True
1794,Fe72.5P15C12.5,True
1795,Fe72.5P17.5C10,True
1796,Fe72.5P20C7.5,True
1797,Fe72.5Si10B17.5,True
1798,Fe72.5Si12.5B15,True
1799,Fe72.5Si15B12.5,True
1800,Fe72.5Si17.5B10,True
1801,Fe72.5Si5B22.5,True
1802,Fe72.5Si7.5B20,True
1803,Fe72Si13B15,True
1804,Fe73(B4Mo5)3,True
1805,Fe73(Cu5B4)3,False
1806,Fe73(Ni5B4)3,True
1807,Fe73(SiB8)3,False
1808,Fe73.5B20W6.5,True
1809,Fe73B20Mo7,True
1810,Fe73Co10B17,True
1811,Fe73Ni10B17,True
1812,Fe73Ni25B2,False
1813,Fe73Si9.5B17.5,True
1814,Fe73W10C17,False
1815,Fe74.5Si10.5B15,True
1816,Fe74.5Si18B7.5,False
1817,Fe74.8Si13B12.2,True
1818,Fe74.9Si7.3B17.8,True
1819,Fe74Mo9P17,True
1820,Fe75.3Si9.7B15,True
1821,Fe75.5Co7.5B17,True
1822,Fe75B11P14,False
1823,Fe75B18F7,True
1824,Fe75B19P6,False
1825,Fe75B21P4,True
1826,Fe75Mo17C8,True
